,mapper1,mapper2,datemapped,weight,avgDistance
397,danielzyt,juweni,2017-04-11,864,0.00145626441628433
398,danielzyt,juweni,2017-04-14,4,0.00113710741633875
399,danielzyt,juweni,2017-06-11,28506,0.00258562082724586
400,danielzyt,juweni,2017-06-12,8320,0.0011481881044264
401,danielzyt,juweni,2017-07-19,16,0.00141694777954272
402,danielzyt,kiggudde,2016-09-07,3952,0.00139963401512881
403,danielzyt,kiggudde,2016-09-17,366,0.00138860497590209
404,danielzyt,kiggudde,2016-10-22,1854,0.00291309961522646
405,danielzyt,kiggudde,2016-12-17,16505,0.00168365640199983
406,danielzyt,kiggudde,2016-12-23,251,0.0217673686137884
407,danielzyt,kiggudde,2017-06-20,2737,0.00128288086814101
408,danielzyt,kiggudde,2017-07-23,8,0.00103932316311956
409,danielzyt,kiggudde,2017-09-13,123,0.0022838021579703
410,danielzyt,kiggudde,2017-09-14,1188,0.00148310584527583
411,danielzyt,kiggudde,2017-09-15,12394,0.00178522388192666
412,danielzyt,kiggudde,2017-09-16,4,0.0287623156487565
413,danielzyt,kiggudde,2017-09-18,3198,0.00115017767479668
414,danielzyt,kiggudde,2017-09-19,142,0.00156562679491711
415,danielzyt,kiggudde,2017-09-20,15767,0.00186366175896581
416,danielzyt,kiggudde,2017-09-22,4263,0.00197040650383946
417,danielzyt,kiggudde,2017-10-05,254,0.0017515575365415
418,danielzyt,kiggudde,2017-10-06,4291,0.00195745846265525
419,danielzyt,kiggudde,2017-10-07,1577,0.00138636443688112
420,danielzyt,kiggudde,2017-10-08,71677,0.0018628981116443
421,danielzyt,kiggudde,2017-10-09,18,0.00406989983682882
422,danielzyt,kiggudde,2017-10-10,379,0.00591906080593431
423,danielzyt,kiggudde,2017-10-11,14,0.00115662303435876
424,danielzyt,kombe1207,2016-12-17,65,0.00179786614331357
425,danielzyt,kombe1207,2017-02-09,134,0.00441094182301241
426,danielzyt,kombe1207,2017-02-11,385,0.00707048913343789
427,danielzyt,kombe1207,2017-02-12,267,0.00425086747179328
428,danielzyt,lani_martin,2017-06-26,1480,0.00839777528724982
429,danielzyt,mandyw,2016-10-22,34,0.00102655994457283
430,danielzyt,mconant,2017-07-26,8844,0.00199882707400069
431,danielzyt,michael montani,2016-11-19,1200,0.00180227336055961
432,danielzyt,nababi tracy,2016-10-22,4213,0.00132805636395378
433,danielzyt,nababi tracy,2016-12-17,111060,0.00211867518510942
434,danielzyt,nababi tracy,2016-12-23,59434,0.00261633944065717
435,danielzyt,nababi tracy,2017-02-06,236,0.00124856472564278
436,danielzyt,nababi tracy,2017-02-09,3864,0.00557749729069803
437,danielzyt,nababi tracy,2017-02-11,1045,0.0011296999863939
438,danielzyt,nababi tracy,2017-02-12,409,0.00117407923806266
439,danielzyt,nababi tracy,2017-02-13,1512,0.001992692277422
440,danielzyt,nababi tracy,2017-02-14,1120,0.00277817494886361
441,danielzyt,nababi tracy,2017-02-16,52297,0.001184255252791
442,danielzyt,nababi tracy,2017-03-03,764,0.00213742269719628
443,danielzyt,nababi tracy,2017-03-10,256,0.00143633532227355
444,danielzyt,nababi tracy,2017-08-07,1622,0.0017349745253395
445,danielzyt,nabulo carol,2016-10-22,53508,0.00167639293226238
446,danielzyt,nabulo carol,2017-01-10,40095,0.00159892594385106
447,danielzyt,nabulo carol,2017-01-11,25600,0.00120251931562622
448,danielzyt,nabulo carol,2017-02-09,1,0.0010150531930847
449,danielzyt,nabulo carol,2017-02-11,333,0.00117303261490509
450,danielzyt,nabulo carol,2017-02-12,8,0.0010662030190358
451,danielzyt,nabulo carol,2017-02-15,1007,0.00486682163355528
452,danielzyt,nabulo carol,2017-02-19,624,0.00425453236448141
453,danielzyt,nabulo carol,2017-03-08,126,0.00114389952543553
454,danielzyt,nabulo carol,2017-03-17,64,0.00118218190900259
455,danielzyt,nabulo carol,2017-03-18,4708,0.00141572599157128
456,danielzyt,nabulo carol,2017-03-24,140,0.00905630863703084
457,danielzyt,nabulo carol,2017-04-30,4400,0.00178407562119409
458,danielzyt,nabulo carol,2017-06-02,62664,0.00450542128272588
459,danielzyt,nabulo carol,2017-06-03,353274,0.00537371878210789
460,danielzyt,nabulo carol,2017-06-04,174168,0.00140408726575498
461,danielzyt,nabulo carol,2017-06-05,59482,0.00135829188911667
462,danielzyt,nabulo carol,2017-06-06,57744,0.00430962764960021
463,danielzyt,nabulo carol,2017-06-07,288,0.00153991124314583
464,danielzyt,nabulo carol,2017-06-08,73963,0.00410169770158799
465,danielzyt,nabulo carol,2017-06-09,1406186,0.00175964226943963
466,danielzyt,nabulo carol,2017-06-11,539564,0.00178198807735998
467,danielzyt,nabulo carol,2017-06-12,1888,0.00142481452193657
468,danielzyt,nabulo carol,2017-06-13,18785107,0.00175123140569548
469,danielzyt,nabulo carol,2017-06-14,1466982,0.00184533729975478
470,danielzyt,nabulo carol,2017-06-23,1445,0.00238609893244026
471,danielzyt,nabulo carol,2017-06-25,6720,0.00114602849214674
472,danielzyt,nabulo carol,2017-06-26,134266,0.00163410987526595
473,danielzyt,nabulo carol,2017-06-27,1983,0.00111647894265607
474,danielzyt,nabulo carol,2017-06-30,276,0.00753073866472618
475,danielzyt,nabulo carol,2017-07-01,499576,0.0043888396506644
476,danielzyt,nabulo carol,2017-07-05,44,0.00418697096771289
477,danielzyt,nabulo carol,2017-07-12,6620,0.00448685263663754
478,danielzyt,nabulo carol,2017-08-01,41497,0.00168683974445217
479,danielzyt,naturinda,2017-02-15,2013,0.00237900544010392
480,danielzyt,naturinda,2017-02-16,148,0.00107605156588285
481,danielzyt,naturinda,2017-02-17,24188,0.00165620125782228
482,danielzyt,naturinda,2017-02-18,3139,0.00132746252798687
483,danielzyt,naturinda,2017-02-25,2992,0.00149465660045494
484,danielzyt,naturinda,2017-03-01,64,0.00116043297371333
485,danielzyt,naturinda,2017-03-08,64,0.00430958724094975
486,danielzyt,naturinda,2017-03-20,2128,0.00118729995547533
487,danielzyt,naturinda,2017-03-22,1888,0.00141011067568612
488,danielzyt,naturinda,2017-06-20,28732,0.00212101314196924
489,danielzyt,naturinda,2017-07-19,1116,0.00277642391092147
490,danielzyt,naturinda,2017-09-13,12251,0.00122069026124377
491,danielzyt,nawinecoff,2017-08-04,292,0.00269317665977541
492,danielzyt,patrick etomet,2016-09-07,9521,0.00134299754207741
493,danielzyt,pluna1,2016-09-07,27395,0.00403832293912459
494,danielzyt,pluna1,2016-09-17,4119,0.0011605958267664
495,danielzyt,siima,2016-12-17,20469,0.00170012054214749
496,danielzyt,siima,2016-12-23,134,0.00122355952034762
497,danielzyt,siima,2017-02-15,208,0.00181719231916423
498,danielzyt,siima,2017-02-16,32603,0.00144257682008839
499,danielzyt,siima,2017-02-18,3800,0.00129439877279561
500,danielzyt,siima,2017-02-24,20,0.00842962296949291
501,danielzyt,siima,2017-02-25,1660,0.00122710056089394
502,danielzyt,siima,2017-03-08,896,0.00174092374501053
503,danielzyt,siima,2017-04-02,336,0.00149857956778948
504,danielzyt,siima,2017-04-12,11292,0.00195824046125642
505,danielzyt,siima,2017-06-20,50780,0.00178358979719364
506,danielzyt,siima,2017-07-21,467,0.00113479866323429
507,danielzyt,siima,2017-08-05,64,0.00151872427148249
508,danielzyt,siima,2017-09-13,236,0.00132169587669164
509,danielzyt,smart d,2016-09-07,122,0.00139758615388495
510,danielzyt,smart d,2016-09-17,67,0.00176425318983037
511,danielzyt,tars4815,2017-03-15,33750,0.00163397280273685
512,danielzyt,tars4815,2017-03-16,94,0.0010238860659981
513,danielzyt,tars4815,2017-04-07,58,0.00104137439403663
514,danielzyt,wava stella,2017-09-19,4,0.00391498659363737
515,danolad,mikew1123,2017-03-20,2194,0.00112409145946128
516,danolad,mikew1123,2017-05-13,242,0.00128028194934588
517,danolad,wisniewskin,2017-05-13,849,0.00153299133336111
518,dativa chuwa,lani_martin,2017-03-14,698,0.00640994937165352
519,david nickywoods,hills95,2016-01-19,674,0.0021107936186706
520,david nickywoods,juweni,2016-01-11,9674,0.00133184084672687
521,david nickywoods,nabulo carol,2016-01-20,340,0.00373489475976168
522,david nickywoods,nabulo carol,2016-02-05,114,0.00142085098130467
523,david nickywoods,patrick etomet,2016-01-16,3444,0.00737685288177406
524,deioncc,jpgehringer5,2016-09-08,9856,0.00306034013959667
525,deioncc,jpgehringer5,2016-09-21,428,0.00428134809533186
526,deioncc,nabulo carol,2016-09-15,204,0.00133956432772256
527,deioncc,tomm4,2016-09-21,6684,0.00160932120805226
528,dygeza,juweni,2016-12-17,557,0.00122567238454382
529,dygeza,prosper1994,2016-12-17,61,0.00131108431264337
530,dygeza,siima,2016-12-17,3723,0.0018303387515614
531,ealienhard,jabahum,2016-10-19,22,0.0011028691220624
532,ealienhard,nabulo carol,2016-10-19,102,0.00134975183900956
533,ealienhard,smart d,2016-09-23,428,0.00112238921342256
534,edgar collins,hills95,2017-02-06,142,0.00540438509228787
535,edgar collins,hills95,2017-03-10,24,0.00452773454263102
536,edgar collins,moses kitwi,2017-02-06,1,0.00358757857671869
537,edgar collins,nabulo carol,2017-02-12,5,0.0120974868747418
538,edict01,enock4seth,2016-11-10,8,0.00201730246356325
539,edict01,enock4seth,2016-12-14,18,0.00988751054277589
540,edict01,hills95,2017-06-21,2946,0.0129936036416803
541,edict01,kantwi,2016-12-14,13440,0.00696419479433553
542,edict01,kiggudde,2017-06-21,2470,0.0114666956317142
543,edict01,kylerallen,2016-11-15,21181,0.00261952264759163
544,ehruhm,yukiejiang,2016-11-17,106829,0.00222050651110517
545,emily glaeser,lani_martin,2017-03-07,66286,0.00229752481183785
546,emily glaeser,lani_martin,2017-04-03,3034,0.00242878017066771
547,enock4seth,iamenochmd,2017-03-23,1,0.00266776109324598
548,enock4seth,iamenochmd,2017-04-09,120,0.00155722272767732
549,enock4seth,iamenochmd,2017-05-10,20,0.0026330765560833
550,enock4seth,kantwi,2017-03-23,10141,0.00461413923853289
551,enock4seth,kantwi,2017-04-09,536317,0.0022878219827004
552,enock4seth,kantwi,2017-05-10,121472,0.0031177021171212
553,enock4seth,kwaku_boateng,2017-03-23,4,0.00168802039166127
554,enock4seth,kwaku_boateng,2017-04-09,120,0.00115831490242326
555,enock4seth,kwaku_boateng,2017-05-10,20,0.00172421549500534
556,enock4seth,pkodame,2017-03-23,11,0.00307849742381244
557,enock4seth,pkodame,2017-04-09,957,0.00760602874156242
558,enock4seth,pkodame,2017-05-10,160,0.00367342351165035
559,enock4seth,pkodame,2017-12-01,16,0.00272073952192972
560,enock4seth,wisniewskin,2017-06-04,47,0.00288615531631461
561,enock4seth,wisniewskin,2017-06-06,71,0.00231716070570703
562,enock4seth,wisniewskin,2017-06-07,48,0.0021472420768887
563,esmanov,hills95,2016-10-22,72,0.00107037339890386
564,esmanov,juliakleine,2016-10-07,40,0.00121703764528782
565,esmanov,juliakleine,2016-10-22,16965,0.00177422689067585
566,esmanov,nababi tracy,2016-10-21,28511,0.00140634528932366
567,esmanov,nabulo carol,2016-10-22,47,0.00112142988944323
568,esmanov,patrick etomet,2016-01-22,177,0.00105598520978802
569,esmanov,patrick etomet,2016-01-26,5640,0.001580339726516
570,esther goga,lani_martin,2017-03-14,347,0.00487601582556461
571,esunget,lakwera,2017-02-07,7,0.00442843494242283
572,esunget,mugabi henry,2017-02-06,123,0.00208034722545133
573,esunget,shamillah,2017-02-07,8,0.0010800954779036
574,evlyn tumwah,juweni,2016-12-17,218,0.00118936949069498
575,evlyn tumwah,kaluba micheal,2017-02-06,15,0.00979842550562875
576,evlyn tumwah,klain890,2017-09-16,39,0.00103329728656387
577,evlyn tumwah,klain890,2017-09-21,2595,0.0029379045826652
578,evlyn tumwah,mugabi henry,2017-02-11,27,0.00112602848862198
579,evlyn tumwah,prosper1994,2016-12-17,12,0.00123037808462286
580,eyevan,hills95,2017-02-12,276,0.00164216947321409
581,eyevan,hills95,2017-09-21,16425,0.00246628869305175
582,eyevan,kombe1207,2017-02-11,8,0.0082339178394259
583,eyevan,nababi tracy,2017-02-12,981,0.00407802617184045
584,eyevan,nabulo carol,2017-02-12,389,0.0024068226147133
585,fabio cattaneo,judithkamugisha,2017-03-21,16,0.00124558776721187
586,farydh,hills95,2016-12-22,1040,0.00309148800813777
587,farydh,nababi tracy,2016-12-17,416,0.00188138033718854
588,farydh,nababi tracy,2016-12-22,220,0.00348509331827497
589,fliant,hills95,2017-04-08,1072,0.00192309714075273
590,fliant,hills95,2017-04-11,79468,0.00836024076098124
591,fliant,hills95,2017-04-12,272,0.00194591328641087
592,fliant,hills95,2017-04-30,50099,0.00156717082019145
593,fliant,nababi tracy,2017-04-08,14148,0.00260089922481959
594,fliant,nabulo carol,2017-04-05,2959,0.00155760303078275
595,fliant,naturinda,2017-04-05,59,0.00100868219970569
596,fliant,naturinda,2017-04-26,298,0.00100990793958413
597,fliant,prosper1994,2017-04-11,3703,0.00451051308552741
598,fliant,siima,2017-04-05,10648,0.00208566705895142
599,fliant,siima,2017-04-06,3147,0.00105343808003023
600,fliant,siima,2017-04-26,1340,0.00281761306099781
601,fliant,tars4815,2017-04-05,7133,0.00134046822496978
602,frafra,hills95,2017-05-19,1759,0.00113545685182305
603,francal,hills95,2017-02-10,217,0.00106852403315356
604,gaurab basnet,jpierel14,2016-07-22,532,0.00290737494566512
605,gaurab basnet,rasouth,2016-06-25,25,0.00129617009195629
606,gaurab basnet,tomm4,2016-06-25,4,0.00105208888424573
607,godenfiles,hills95,2017-02-12,2602,0.00264029058362442
608,godenfiles,nabulo carol,2017-02-12,33,0.001034438695654
609,har9075,judithkamugisha,2016-09-23,178,0.00109910146202772
610,har9075,naturinda,2016-10-04,337,0.00106765276415173
611,hills95,ingrid k,2016-12-17,11,0.00105411879982921
612,hills95,jkalz,2017-10-10,1,0.00105161747673966
613,hills95,judithkamugisha,2016-01-11,5,0.00121654596420982
614,hills95,judithkamugisha,2016-09-02,20,0.00419654563036856
615,hills95,judithkamugisha,2016-10-22,249,0.00100606246604439
616,hills95,judithkamugisha,2016-10-29,336,0.00149869035330745
617,hills95,judithkamugisha,2017-02-13,192,0.00192166594234957
618,hills95,judithkamugisha,2017-03-17,32,0.0139795547880754
619,hills95,judithkamugisha,2017-03-24,32,0.00178827632489695
620,hills95,judithkamugisha,2017-03-26,10204,0.00288757229760314
621,hills95,judithkamugisha,2017-04-11,10029,0.00144215904387931
622,hills95,judithkamugisha,2017-04-12,2600,0.00279633246785659
623,hills95,judithkamugisha,2017-06-20,5400976,0.00145082203070565
624,hills95,judithkamugisha,2017-07-21,954,0.00109019176676229
625,hills95,judithkamugisha,2017-08-07,22312,0.00285829737747549
626,hills95,judithkamugisha,2017-08-08,557,0.00111243731728858
627,hills95,judithkamugisha,2017-08-09,3152,0.00527165020868977
628,hills95,judithkamugisha,2017-09-13,35291,0.00218799501381596
629,hills95,judithkamugisha,2017-10-11,8289,0.00645131832651416
630,hills95,juliakleine,2016-10-21,2880,0.00106363000181048
631,hills95,juliakleine,2016-10-22,44099,0.00211710130855982
632,hills95,juliakleine,2016-10-29,949,0.00112871161944516
633,hills95,juweni,2017-03-08,37434,0.00222469851993391
634,hills95,juweni,2017-03-16,10693,0.00245962678268456
635,hills95,juweni,2017-03-19,5536,0.00170174768614934
636,hills95,juweni,2017-03-26,8620,0.00707945272749569
637,hills95,juweni,2017-04-11,6068,0.00119267523330986
638,hills95,juweni,2017-04-12,4317,0.00123475071801881
639,hills95,juweni,2017-06-12,132803,0.00267432670497383
640,hills95,juweni,2017-06-15,9101,0.00193516784527242
641,hills95,juweni,2017-06-20,10405,0.0013989115220284
642,hills95,juweni,2017-06-23,24153,0.0018200403850488
643,hills95,juweni,2017-06-24,42422,0.00149083559844014
644,hills95,juweni,2017-07-16,1664,0.0011419118583569
645,hills95,juweni,2017-07-24,9435,0.00187427639763006
646,hills95,juweni,2017-08-02,5948,0.00191778608247505
647,hills95,juweni,2017-08-04,39175,0.0019843194485534
648,hills95,juweni,2017-08-05,225,0.00142050091955322
649,hills95,juweni,2017-08-07,19972,0.00180814453022548
650,hills95,juweni,2017-08-08,704,0.00209462300165607
651,hills95,juweni,2017-08-09,1195,0.00237388030199267
652,hills95,kaluba micheal,2017-02-09,98,0.00110505918007641
653,hills95,kaluba micheal,2017-02-24,4,0.0151932125668194
654,hills95,kaluba micheal,2017-06-13,28,0.00148053522762731
655,hills95,kaluba micheal,2017-09-11,9120,0.0014909722679104
656,hills95,kaluba micheal,2017-09-13,1417,0.00131273434802673
657,hills95,kaluba micheal,2017-09-16,8939,0.00136931825654763
658,hills95,kaluba micheal,2017-09-18,95,0.00135564694296635
659,hills95,kaluba micheal,2017-09-20,455,0.00125651444500179
660,hills95,kaluba micheal,2017-09-22,209,0.00213048250649643
661,hills95,kaluba micheal,2017-10-06,442,0.0030599837830782
662,hills95,kaluba micheal,2017-10-07,2139,0.0023390399645706
663,hills95,kaluba micheal,2017-10-08,4876,0.00140483970707446
664,hills95,kaluba micheal,2017-10-09,93,0.0016668597593044
665,hills95,kaluba micheal,2017-10-10,53,0.00114996321080906
666,hills95,kaluba micheal,2017-10-11,368,0.0118021129269448
667,hills95,kiggudde,2016-12-23,5,0.00308196108936558
668,hills95,kiggudde,2016-12-24,35,0.00137237383764507
669,hills95,kiggudde,2017-02-08,180,0.0012412523722691
670,hills95,kiggudde,2017-02-10,216,0.0038104407285512
671,hills95,kiggudde,2017-03-04,1809,0.00249493830793542
672,hills95,kiggudde,2017-06-20,16567,0.0155564697627984
673,hills95,kiggudde,2017-07-21,49,0.00101622411896038
674,hills95,kiggudde,2017-07-23,133,0.00108727129763736
675,hills95,kiggudde,2017-09-11,11777,0.00197692761238938
676,hills95,kiggudde,2017-09-12,2374,0.0019313338142594
677,hills95,kiggudde,2017-09-14,18302,0.00144256552487949
678,hills95,kiggudde,2017-09-16,99584,0.0018483578127021
679,hills95,kiggudde,2017-09-18,19333,0.00256236291109535
680,hills95,kiggudde,2017-09-20,4155,0.00231025297166808
681,hills95,kiggudde,2017-09-22,13767,0.00190878913140559
682,hills95,kiggudde,2017-09-23,2931,0.00162853681340712
683,hills95,kiggudde,2017-10-07,4332,0.00224989019993164
684,hills95,kiggudde,2017-10-08,21505,0.00167933064529111
685,hills95,kiggudde,2017-10-10,40,0.00135266787817032
686,hills95,kiggudde,2017-10-11,144,0.00122398769032915
687,hills95,kirbyk,2016-09-07,64516,0.00208950533618421
688,hills95,klain890,2017-09-11,212425,0.00160601721622194
689,hills95,klain890,2017-09-12,10647,0.00160099480119527
690,hills95,klain890,2017-09-14,41363,0.00165118085540666
691,hills95,klain890,2017-09-15,506,0.00131871444055482
692,hills95,klain890,2017-09-16,4207,0.00219685681362074
693,hills95,klain890,2017-09-18,221171,0.0014681478074147
694,hills95,klain890,2017-09-20,2376,0.00153339264390558
695,hills95,klain890,2017-09-21,32428,0.00277929545196957
696,hills95,klain890,2017-09-22,153450,0.00327113929433035
697,hills95,klain890,2017-09-23,253012,0.00179718350804548
698,hills95,klain890,2017-10-06,1022,0.00274330335264881
699,hills95,klain890,2017-10-07,210,0.00118643046464544
700,hills95,klain890,2017-10-08,27264,0.00138131572243489
701,hills95,klain890,2017-10-10,105,0.00137071512948002
702,hills95,klain890,2017-10-11,68,0.00198978935976401
703,hills95,kombe1207,2017-02-09,46,0.00140898146115799
704,hills95,kombe1207,2017-02-12,130,0.0124289725024287
705,hills95,kombe1207,2017-03-04,66,0.00146327086765489
706,hills95,kyasiikane jorun,2016-10-22,72,0.00146353761817493
707,hills95,kyasiikane jorun,2016-10-29,3,0.00102540579819278
708,hills95,kylerallen,2016-09-07,110424,0.00229916839221546
709,hills95,lani_martin,2017-06-26,45995,0.00226659087852523
710,hills95,manirakiza moses,2017-02-09,120,0.00116064105984274
711,hills95,manirakiza moses,2017-09-11,1,0.00112878947389893
712,hills95,manirakiza moses,2017-10-11,1,0.00110513383817444
713,hills95,michaels bus,2017-02-10,208,0.00113339658504567
714,hills95,mugabi henry,2017-02-09,391,0.00229335313780338
715,hills95,mugabi henry,2017-02-10,88,0.0010605221685805
716,hills95,mugabi henry,2017-02-24,57,0.00313355995805447
717,hills95,mugabi henry,2017-09-13,1,0.00101081957112365
718,hills95,mugabi henry,2017-09-16,27171,0.00296295158910817
719,hills95,mugabi henry,2017-09-18,6902,0.00474535503404505
720,hills95,mugabi henry,2017-09-20,52,0.00176159750481246
721,hills95,mugabi henry,2017-09-22,544,0.00124694984790632
722,hills95,mugabi henry,2017-09-23,67,0.0042789921153922
723,hills95,mugabi henry,2017-10-06,275,0.00620782248424817
724,hills95,mugabi henry,2017-10-07,512,0.00197688719009326
725,hills95,mugabi henry,2017-10-08,1092,0.00437980570082214
726,hills95,mugabi henry,2017-10-09,144,0.00164479436049536
727,hills95,mugabi henry,2017-10-10,1,0.00100412428167468
728,hills95,mugabi henry,2017-10-11,918,0.00197503193391709
729,hills95,musawo,2017-01-10,69,0.00133816406595141
730,hills95,musawo,2017-01-11,694,0.00246329358517945
731,hills95,musawo,2017-02-12,6,0.00379268802094895
732,hills95,musawo,2017-09-12,267,0.0011892032211471
733,hills95,musawo,2017-09-20,319,0.004142570149547
734,hills95,naturinda,2016-01-09,81,0.00184788501984856
735,hills95,naturinda,2016-01-10,1,0.00107838720866306
736,hills95,naturinda,2016-01-11,44,0.00135708864960361
737,hills95,naturinda,2017-02-12,2076,0.00278606107852811
738,hills95,naturinda,2017-02-16,128,0.00305171139634361
739,hills95,naturinda,2017-02-21,199,0.00118767598220156
740,hills95,naturinda,2017-03-08,35817,0.00306203689140682
741,hills95,naturinda,2017-03-17,6784,0.00222901805274558
742,hills95,naturinda,2017-03-24,367,0.00142681751641967
743,hills95,naturinda,2017-03-26,12809,0.00173612088530323
744,hills95,naturinda,2017-04-13,6205,0.00245512235240768
745,hills95,naturinda,2017-04-20,19584,0.004482557067363
746,hills95,naturinda,2017-06-20,1162708,0.00166631426230913
747,hills95,naturinda,2017-07-03,12,0.00106523369553871
748,hills95,naturinda,2017-07-21,3755,0.00173100113126335
749,hills95,naturinda,2017-08-05,38472,0.00206482826741952
750,hills95,naturinda,2017-08-07,3282,0.00112131107379741
751,hills95,naturinda,2017-08-08,736,0.00107246105307699
752,hills95,naturinda,2017-09-13,12811,0.00115251159622872
753,hills95,nawinecoff,2017-03-30,8540,0.00256417664502408
754,hills95,nawinecoff,2017-04-17,560,0.00149833554354775
755,hills95,netondo,2017-02-07,10,0.0072124117151006
756,hills95,osm ebenezer,2016-10-29,120,0.00349259156676724
757,hills95,patrick etomet,2016-09-03,6,0.00623854066502031
758,hills95,patrick etomet,2016-09-07,9652,0.00152832037127553
759,hills95,patrick etomet,2016-10-21,4153,0.00111623959717112
760,hills95,patrick etomet,2016-10-22,2904,0.00465635826190602
761,hills95,patrick etomet,2016-12-24,32,0.00101176416982226
762,hills95,pkodame,2017-06-16,208,0.00132093103207764
763,hills95,premson,2016-10-22,60,0.00129395354028133
764,hills95,prosper1994,2016-10-22,24846,0.00169486039178841
765,hills95,prosper1994,2016-10-29,17477,0.0017193836696572
766,hills95,prosper1994,2016-12-23,767,0.00205425084844539
767,hills95,prosper1994,2016-12-24,3789,0.00129820734167925
768,hills95,prosper1994,2017-02-07,228,0.00111661769965207
769,hills95,prosper1994,2017-02-10,13,0.00140154732023938
770,hills95,prosper1994,2017-02-12,755,0.00602555259998075
771,hills95,prosper1994,2017-03-08,400,0.00158899650369116
772,hills95,prosper1994,2017-03-17,128,0.00166743795424851
773,hills95,prosper1994,2017-04-09,4320,0.00189842735686936
774,hills95,prosper1994,2017-06-23,240,0.00108944747164995
775,hills95,prosper1994,2017-07-20,256,0.00107505708486792
776,hills95,prosper1994,2017-07-24,1836,0.00247359982665407
777,hills95,prosper1994,2017-08-02,9832,0.0016514926650164
778,hills95,prosper1994,2017-08-04,62515,0.00207818348612227
779,hills95,prosper1994,2017-08-08,208,0.00879426971482749
780,hills95,prosper1994,2017-08-09,1776,0.00406066231527596
781,hills95,prosper1994,2017-08-13,26810,0.00220463888058774
782,hills95,prosper1994,2017-08-15,1312,0.00717584098343549
783,hills95,richard dalmat,2017-02-10,2,0.00445282266379728
784,hills95,shamillah,2017-02-10,125,0.00132564795260812
785,hills95,shamillah,2017-02-24,28,0.0114781629475111
786,hills95,shamillah,2017-06-20,1448,0.00658570859735147
787,hills95,shamillah,2017-09-11,222832,0.00268407663040715
788,hills95,shamillah,2017-09-12,50904,0.00243191547013532
789,hills95,shamillah,2017-09-13,8752,0.00149789752585809
790,hills95,shamillah,2017-09-14,3342,0.00359312673334801
791,hills95,shamillah,2017-09-15,57354,0.00197336380039698
792,hills95,shamillah,2017-09-16,107506,0.00221335848355244
793,hills95,shamillah,2017-09-18,183280,0.0024606135013514
794,hills95,shamillah,2017-09-20,12,0.00148470756716047
795,hills95,shamillah,2017-09-22,23,0.0022838867285183
796,hills95,shamillah,2017-09-23,9212,0.00508384356677304
797,hills95,shamillah,2017-10-05,20,0.00105583009044323
798,hills95,shamillah,2017-10-06,163,0.00218861132608495
799,hills95,shamillah,2017-10-07,294,0.00114208622462787
800,hills95,shamillah,2017-10-08,27304,0.00266782622819891
